Sample in Buffer,Sample in Window,TRIGGER,x[9:0],y[9:0],p_c_down,p_c_up,w_en,p_c_left,e_cd_reg[1:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,p_c_right,<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,move_cnt_reg[3:0],<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,motion_timer_reg[21:0],e_state_reg[2:0],<const0>_26,<const0>_27,<const0>_28,<const0>_29,<const0>_30,<const0>_31,<const0>_32,<const0>_33,<const0>_34,<const0>_35,<const0>_36,<const0>_37,<const0>_38,<const0>_39,<const0>_40,<const0>_41,<const0>_42,<const0>_43,<const0>,random_16_1[15:0],random_16[15:0],data[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
281,281,0,399,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c477f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00f8,00f8,01f0
282,282,0,399,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01f0,01f0,03e0
283,283,0,399,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03e0,03e0,07c0
284,284,0,399,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07c0,07c0,0f81
285,285,0,400,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0f81,0f81,1f03
286,286,0,400,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1f03,1f03,3e06
287,287,0,400,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e06,3e06,7c0d
288,288,0,400,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7c0d,7c0d,f81b
289,289,0,401,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f81b,f81b,f037
290,290,0,401,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f037,f037,e06f
291,291,0,401,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e06f,e06f,c0de
292,292,0,401,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c478a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c0de,c0de,81bd
293,293,0,402,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c478b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81bd,81bd,037b
294,294,0,402,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c478c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,037b,037b,06f6
295,295,0,402,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c478d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06f6,06f6,0ded
296,296,0,402,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c478e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ded,0ded,1bdb
297,297,0,403,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c478f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1bdb,1bdb,37b7
298,298,0,403,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37b7,37b7,6f6f
299,299,0,403,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6f6f,6f6f,dede
300,300,0,403,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dede,dede,bdbd
301,301,0,404,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bdbd,bdbd,7b7a
302,302,0,404,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7b7a,7b7a,f6f4
303,303,0,404,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f6f4,f6f4,ede8
304,304,0,404,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ede8,ede8,dbd1
305,305,0,405,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dbd1,dbd1,b7a2
306,306,0,405,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b7a2,b7a2,6f44
307,307,0,405,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6f44,6f44,de88
308,308,0,405,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c479a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,de88,de88,bd11
309,309,0,406,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c479b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bd11,bd11,7a22
310,310,0,406,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c479c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7a22,7a22,f444
311,311,0,406,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c479d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f444,f444,e888
312,312,0,406,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c479e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e888,e888,d110
313,313,0,407,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c479f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d110,d110,a220
314,314,0,407,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a220,a220,4440
315,315,0,407,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4440,4440,8881
316,316,0,407,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8881,8881,1103
317,317,0,408,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,1103,2207
318,318,0,408,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,2207,440f
319,319,0,408,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440f,440f,881f
320,320,0,408,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881f,881f,103f
321,321,0,409,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103f,103f,207f
322,322,0,409,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207f,207f,40ff
323,323,0,409,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40ff,40ff,81fe
324,324,0,409,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81fe,81fe,03fd
325,325,0,410,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03fd,03fd,07fa
326,326,0,410,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07fa,07fa,0ff5
327,327,0,410,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ff5,0ff5,1feb
328,328,0,410,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1feb,1feb,3fd6
329,329,0,411,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3fd6,3fd6,7fad
330,330,0,411,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7fad,7fad,ff5b
331,331,0,411,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff5b,ff5b,feb6
332,332,0,411,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,feb6,feb6,fd6c
333,333,0,412,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fd6c,fd6c,fad8
334,334,0,412,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fad8,fad8,f5b1
335,335,0,412,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f5b1,f5b1,eb62
336,336,0,412,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eb62,eb62,d6c4
337,337,0,413,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d6c4,d6c4,ad89
338,338,0,413,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad89,ad89,5b13
339,339,0,413,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5b13,5b13,b627
340,340,0,413,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b627,b627,6c4e
341,341,0,414,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6c4e,6c4e,d89c
342,342,0,414,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d89c,d89c,b138
343,343,0,414,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b138,b138,6271
344,344,0,414,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6271,6271,c4e3
345,345,0,415,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c4e3,c4e3,89c6
346,346,0,415,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89c6,89c6,138d
347,347,0,415,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138d,138d,271b
348,348,0,415,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271b,271b,4e36
349,349,0,416,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e36,4e36,9c6d
350,350,0,416,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9c6d,9c6d,38db
351,351,0,416,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38db,38db,71b6
352,352,0,416,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71b6,71b6,e36c
353,353,0,417,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e36c,e36c,c6d8
354,354,0,417,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c6d8,c6d8,8db0
355,355,0,417,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8db0,8db0,1b60
356,356,0,417,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1b60,1b60,36c1
357,357,0,418,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36c1,36c1,6d83
358,358,0,418,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6d83,6d83,db06
359,359,0,418,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,db06,db06,b60c
360,360,0,418,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47ce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b60c,b60c,6c18
361,361,0,419,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6c18,6c18,d830
362,362,0,419,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d830,d830,b060
363,363,0,419,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b060,b060,60c1
364,364,0,419,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60c1,60c1,c183
365,365,0,420,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c183,c183,8307
366,366,0,420,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8307,8307,060f
367,367,0,420,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,060f,060f,0c1f
368,368,0,420,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0c1f,0c1f,183f
369,369,0,421,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183f,183f,307f
370,370,0,421,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307f,307f,60fe
371,371,0,421,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60fe,60fe,c1fd
372,372,0,421,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c1fd,c1fd,83fb
373,373,0,422,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83fb,83fb,07f7
374,374,0,422,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07f7,07f7,0fef
375,375,0,422,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0fef,0fef,1fdf
376,376,0,422,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1fdf,1fdf,3fbe
377,377,0,423,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3fbe,3fbe,7f7d
378,378,0,423,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7f7d,7f7d,fefb
379,379,0,423,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fefb,fefb,fdf6
380,380,0,423,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fdf6,fdf6,fbec
381,381,0,424,179,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1c47e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fbec,fbec,f7d9
