Sample in Buffer,Sample in Window,TRIGGER,x[9:0],y[9:0],vsync_OBUF,hsync_OBUF,display_on,pixel_tick,x_e_reg[9:0],y_e_reg[9:0],move_cnt_reg[3:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,motion_timer_reg[20:0],e_state_reg[2:0],<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
156,156,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e6e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e6f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,179,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,189,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,193,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,194,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,195,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,196,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,197,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,203,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,206,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e8c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,207,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,208,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e8e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,211,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,212,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,213,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,215,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,216,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,218,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,220,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,221,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,222,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,224,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2e9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,225,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2e9f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ea9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,243,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,245,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,246,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,249,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eb9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,252,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,253,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ebb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,254,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ebc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ebd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,256,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,257,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ebf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,259,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,265,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ec9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,269,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ecb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ecc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ecd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ecf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,277,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,278,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,282,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,283,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ed9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,284,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,285,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2edb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2edc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,287,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2edd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,288,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2edf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,290,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,292,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,294,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,295,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,296,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,297,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,298,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,299,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ee9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,301,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eeb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,302,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,303,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,304,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2eee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,305,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2eef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,306,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,307,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,308,0,643,150,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,309,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,310,0,643,150,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e2ef4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
