Sample in Buffer,Sample in Window,TRIGGER,x[9:0],y[9:0],vsync_OBUF,hsync_OBUF,display_on,pixel_tick,x_e_reg[9:0],y_e_reg[9:0],move_cnt_reg[3:0],<const0>_1,<const0>_2,<const0>_3,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,motion_timer_reg[20:0],e_state_reg[2:0],<const0>_9,<const0>_10,<const0>_11,<const0>_12,<const0>_13,<const0>_14,<const0>_15,<const0>_16,<const0>_17,<const0>_18,<const0>_19,<const0>_20,<const0>_21,<const0>_22,<const0>_23,<const0>_24,<const0>_25,<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1013,1013,0,154,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e31b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,1014,0,154,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e31b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,1015,0,154,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e31b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1016,0,154,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e31b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,1017,0,155,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e31b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,1018,0,155,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e31b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,1019,0,155,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e31b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,1020,0,155,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e31ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,1021,0,156,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e31bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,1022,0,156,151,1,1,1,1,0d0,212,3,0,0,0,0,0,0,0,0,0e31bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,1023,0,156,151,1,1,1,0,0d0,212,3,0,0,0,0,0,0,0,0,0e31bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
